variant,training_seed,validation_seed,evaluation_seed,selected_training_timesteps,evaluation_steps,mean_action,std_action,min_action,max_action,cumulative_action,mean_reward,cumulative_reward,lower_violation_fraction,upper_violation_fraction,outside_range_fraction,temporal_lower_fraction,temporal_upper_fraction,temporal_any_fraction,cumulative_lower_violation,cumulative_upper_violation,cumulative_total_violation,mean_violation_per_node_value,minimum_node_chlorine,maximum_node_chlorine
ekf,0,100,200,5000,100,0.1586191873624921,0.2929019303534968,0.0,0.8327652215957642,15.861918736249208,-1.4337672924995422,-143.37672924995422,0.6963636363636364,0.0,0.6963636363636364,1.0,0.0,1.0,143.21810966435095,0.0,143.21810966435095,0.13019828151304633,0.0,0.8327652215957643
