network,n_sensors,seed,pred_min,pred_max,all_mae,all_median_ae,all_rmse,all_max_ae,all_negative_fraction,all_safe_classification_accuracy,all_false_safe_fraction,all_false_unsafe_fraction,all_false_safe_given_unsafe,all_false_unsafe_given_safe,nodes_mae,nodes_median_ae,nodes_rmse,nodes_max_ae,nodes_negative_fraction,nodes_safe_classification_accuracy,nodes_false_safe_fraction,nodes_false_unsafe_fraction,nodes_false_safe_given_unsafe,nodes_false_unsafe_given_safe,links_mae,links_median_ae,links_rmse,links_max_ae,links_negative_fraction,links_safe_classification_accuracy,links_false_safe_fraction,links_false_unsafe_fraction,links_false_safe_given_unsafe,links_false_unsafe_given_safe
net1,1,0,-2.2962354080622682,10.42488939138056,0.8717931254053201,0.6176400089934275,1.2244726545299616,7.976937478791415,0.15247160988643954,0.58312458249833,0.0893871075484302,0.3274883099532398,0.29208731241473396,0.4719047046083504,0.7875629808370072,0.5146947869432779,1.1309630142983707,6.010719971118375,0.13891419202040445,0.6229732191656039,0.08671889233011477,0.2903078885042813,0.23734729493891799,0.4574422276446103,0.9430647861938923,0.7000199049943132,1.298346523135075,7.976937478791415,0.16394327115770002,0.549406505318329,0.09164482811777401,0.358948666563897,0.35824043386562215,0.4823407560849301
net1,1,1,-3.7785671020916327,12.438884472027535,0.7178636296035334,0.32036821003533333,1.2482039556646014,10.895184831407375,0.12779726118904475,0.6516366065464262,0.093562124248497,0.25480126920507684,0.3057298772169168,0.36716399951871015,0.7416799867387409,0.3121096473997059,1.2962150629148652,9.976724049375841,0.15840772453998908,0.6503006012024048,0.11204226635088359,0.2376571324467116,0.30665669409124907,0.3744796899669872,0.697711327412204,0.32644607176583007,1.2060873286369165,10.895184831407375,0.10189609989209188,0.6527670726067519,0.07792508093109296,0.26930784646215505,0.3046098222356131,0.36188503366131536
net1,1,2,-4.804311885173314,10.304638122959105,0.6139692379898553,0.3969884961498671,0.9577920562886869,7.98043366504441,0.15101035404141616,0.6658316633266533,0.09660988643954575,0.23755845023380093,0.31568894952251025,0.3423174106605703,0.586339302600999,0.3818950341622631,0.9068444618373892,7.98043366504441,0.1725268719256695,0.6807250865367098,0.09446165057387503,0.2248132628894152,0.25853901770132137,0.3542414238553179,0.6373484140881184,0.410913112874402,0.9988739543389108,7.769763472143223,0.13280406967781716,0.6532295359950671,0.09842762447972869,0.24834283952520425,0.3847544441096716,0.3337131020196789
net1,1,3,-9.907791227752865,10.041404802219859,0.7211582309768645,0.3902629782053831,1.1679420635648374,12.599286825872976,0.10521042084168336,0.6621993987975952,0.09514863059452237,0.24265197060788243,0.31091405184174625,0.3496570809770184,0.7594369396336237,0.39267925167554896,1.2467395527589311,12.599286825872976,0.12934960830752415,0.6739843323009655,0.10439059938057935,0.2216250683184551,0.2857142857142857,0.3492177407779532,0.6887685544211452,0.38940200319928886,1.096854709392313,9.384076904849794,0.08478495452443348,0.6522275319870511,0.08732850316016649,0.2604439648527825,0.3413678818921362,0.34997410668047646
net1,1,4,-7.625294274550976,11.583524008387275,0.9854457791370718,0.44647285960348404,1.7405903806001295,10.622962552817391,0.27617735470941884,0.6078406813627254,0.07665330661322645,0.3155060120240481,0.2504774897680764,0.4546384309950668,1.097438812920277,0.47332402056923417,1.9250020539263029,10.622962552817391,0.3289305884496265,0.6371834578247404,0.07077791947531427,0.29203862269994535,0.193717277486911,0.4601693698866083,0.8906824428589748,0.4199864226880734,1.5676968645627778,10.308226229073,0.23154000308308925,0.583012178202559,0.0816247880376137,0.33536303375982734,0.31907200964145827,0.45064733298808907
net1,2,0,-2.4804493405902015,9.240695347128021,0.5883243606689419,0.26409693324650657,1.0264426670613664,7.6813999742119545,0.08567134268537074,0.706746826987308,0.12353874415497662,0.16971442885771543,0.40368349249658936,0.24455540849476598,0.6694072250117247,0.2997655463185076,1.1607796017308927,7.6813999742119545,0.09273091637821097,0.6833667334669339,0.1277099653853161,0.18892330114775005,0.3495387683869359,0.2976891057844122,0.5197157831481258,0.24250234950739652,0.8971976477470708,7.533331880342034,0.07969785725296748,0.7265299830430091,0.12000924926776631,0.1534607676892246,0.46911720397710155,0.2062143966856551
net1,2,1,-3.1255262937423085,7.815747796993873,0.4069584651120822,0.23077767745878763,0.656379780643483,6.584074486969058,0.093687374749499,0.7176018704074816,0.10053440213760854,0.1818637274549098,0.3285129604365621,0.2620623270364577,0.3727154914766953,0.2105974221305037,0.5977782677153777,5.218301136790985,0.11677901257059574,0.7361996720714156,0.0999271269812352,0.16387320094734925,0.27349788082772375,0.2582173101765466,0.43593328895740974,0.24781871151187504,0.7021559416770669,6.584074486969058,0.07414829659318638,0.7018652689995375,0.10104825034684754,0.19708648065361492,0.3949984935221452,0.2648368720870016
net1,2,2,-7.859959532125221,19.37854821929467,0.9650632835386495,0.6603417856609515,1.4639186877795394,17.23128173176777,0.09310287241148965,0.5989061456245826,0.12508350033400134,0.27601035404141616,0.408731241473397,0.3977259054265431,0.9065321230069731,0.6220502313477021,1.2750991831169374,5.854246151481975,0.10147567862998724,0.5751503006012024,0.14210238659136454,0.28274731280743304,0.3889304412864622,0.4455289220611454,1.0145896501423752,0.696511640031471,1.6064469392392202,17.23128173176777,0.08601819022660706,0.6190072452597503,0.11068290427007862,0.2703098504701711,0.4326604398915336,0.36323148627654067
net1,2,3,-2.057268043487775,7.033275959323852,0.43199542267549934,0.19994625543650632,0.7334902050717477,5.7384830493308145,0.12312124248496994,0.7048680694722779,0.06692551770207081,0.2282064128256513,0.21869031377899045,0.32884129466971485,0.3910878003352473,0.18115898845238726,0.6747073175411664,4.759818270002544,0.15175806157770086,0.7402987793769357,0.06449262160685007,0.19520859901621423,0.17651458489154825,0.3075929381369312,0.4666095646557125,0.21702152953667608,0.779776079036555,5.7384830493308145,0.09889008786804378,0.6748882380144905,0.06898412209033451,0.25612763989517495,0.26965953600482073,0.34417400310719837
net1,2,4,-4.092986823529047,10.396771831349797,0.6076389982203763,0.25615518151119543,1.108924104762669,8.390558482617182,0.11147294589178357,0.7240313961255845,0.09310287241148965,0.18286573146292584,0.3042291950886767,0.2635061966069065,0.6601612027958358,0.26459918351855793,1.2126135458725902,8.390558482617182,0.13864091820003643,0.7346511204226636,0.09719438877755511,0.16815449079978137,0.26601844926452256,0.26496339888043635,0.5631971328103722,0.2491395915622848,1.012930112062481,8.245656182620358,0.08848466163095421,0.7150454755665177,0.08964082010174194,0.19531370433174042,0.3504067490207894,0.26245468669083377
