variant,training_seed,validation_seed,evaluation_seed,selected_training_timesteps,evaluation_steps,mean_action,std_action,min_action,max_action,cumulative_action,mean_reward,cumulative_reward,lower_violation_fraction,upper_violation_fraction,outside_range_fraction,temporal_lower_fraction,temporal_upper_fraction,temporal_any_fraction,cumulative_lower_violation,cumulative_upper_violation,cumulative_total_violation,mean_violation_per_node_value,minimum_node_chlorine,maximum_node_chlorine
ekf_random,0,100,200,14000,1000,1.116814593172632,0.5245381386497296,0.0,1.994157314300537,1116.8145931726322,-0.7492890723645688,-749.2890723645687,0.42727272727272725,0.0,0.42727272727272725,1.0,0.0,1.0,738.1209259359572,0.0,738.1209259359572,0.06710190235781428,0.0,1.9688177108764648
ekf_centrality,0,100,200,8000,1000,0.17632424805592745,0.3569129086296678,0.0,1.4990876913070679,176.32424805592746,-1.0270067918896675,-1027.0067918896675,0.5752727272727273,0.0,0.5752727272727273,1.0,0.0,1.0,1025.2435502253913,0.0,1025.2435502253913,0.09320395911139921,0.0,1.4990876913070679
oracle,0,100,200,20000,1000,0.8947716531790793,0.7210125232727777,0.0,2.254956007003784,894.7716531790793,-0.7025678168833256,-702.5678168833256,0.3729090909090909,0.0036363636363636364,0.37654545454545457,1.0,0.02,1.0,689.795995575267,3.8241047859191903,693.6201003611862,0.06305637276010784,0.0,2.23541522026062
